username,ulasan,rating,tanggal
Rizky Dwi Fasha,KENAPA SYFAANYA AKU YANG SEIMUPP ITU DIKUNCI DIKAMAR MANDI BENERIN LAGI DONG PINTUNYA 😠,1,2025-10-13 15:59:16
aldi alamsyah,bagus,5,2025-10-13 15:09:19
Rohmad Bonggo,"smoga semakin mantaps lagi kedepan nya, jaya KAI Indonesia selamanya",5,2025-10-13 15:04:43
alfi yah,cepat,5,2025-10-13 13:00:37
Aisyah Mikayla,ok bgt,5,2025-10-13 11:30:37
Didik Riyanto,nyaman,5,2025-10-13 09:37:16
Avatar Aang,Kalo pas war tiket server langsung loyo,5,2025-10-13 09:06:29
Dwiati Dyah Utami,Operator tidak menguasai product knowledge,3,2025-10-13 09:04:03
Ahyar Pati,baik,5,2025-10-13 08:37:07
Azizah GBee,bagus,5,2025-10-13 06:17:08
Putri Oktaviana,udh mulai ribet aplikasinya,1,2025-10-13 05:52:47
Wong Payut,Tolong stasiun PALUR ditambahkan ya untuk stasiun lokal,5,2025-10-13 04:30:21
Noer Lezzhy,mungkin pencairan bisa lebih cepat...,5,2025-10-13 03:56:16
Wahyu Adi Widiyanto,"proses checkout tombol qris tidak fungsi , proses registrasi data diri menu otp tidak bisa lanjutkan",1,2025-10-13 02:47:23
Muhammad Akmal,thanks access by kai enakan pesan online tapi kasihan juga buat para orang tua/lansia yang kepengen naik kereta tapi ga ngerti cara pesannya,5,2025-10-13 02:11:07
Great Silver,"Saya lupa password, baru 2x salah, klik lupa password gak respon. lalu akses web krn ada save password, langsung di lock 1 jam. ini gimana sih???",1,2025-10-13 01:30:16
Nova Yulia Setyoningrum,app bagus lebih fleksibel,5,2025-10-13 00:44:59
RIYAN SAPUTRA,"Refund kok dikenakan tarif 25%, akal akalan korupsi",1,2025-10-13 00:18:20
Kim Kim,ribet lu,1,2025-10-12 17:14:40
Widi Nurkusuma,udh 7 hr pembatalan tiket tapi knp dana belum juga dikembalikan ..,5,2025-10-12 16:15:57
arief satriyo,bagus,5,2025-10-12 15:33:53
otniel eka praisetya,"sangat puas dengan kinerja aplikasi access KAI, mudah untuk UInya",5,2025-10-12 15:15:19
Satuman Man,bagus selama pakai amplikasi acses KAI gmpang pesan tiket,5,2025-10-12 14:40:23
M Agi Setiawan,sangat membantu. terima kasih KAI. semoga jaya selalu,5,2025-10-12 14:25:57
Adya Muhammad Fajri,baik,5,2025-10-12 14:19:16
Ersiawan Dikmansyah Putra,fitur pembatalan tiket tidak berfungsi apa hanya pembatalan tiket harus ke stasiun?tidak efektif sama sekali,1,2025-10-12 11:56:49
Epa Yandika,waktu pemesanan sampai ke pembayaran terlalu cepat,3,2025-10-12 11:50:16
Andhika Wisnu,urusan jadi lebih simple dan mudah,5,2025-10-12 11:21:40
joseph willianto,"proses transaksi biasa cepat. sayang pas ulang tahun KAI untuk tiket murahnya proses pembayaran nya sampai 6 jam ditunggu tidak bisa, sampai sayanya ketiduran endingnya tidak dapat..",5,2025-10-12 10:48:50
Wahyu Diantoro,Update terbaru nya di kolom TANGGAL butuh revisi IT nya. Tidak seperti yg sebelum versi update masih OK sistem input databasenya. Yang sekarang auto tidak berubah di pemilihan tanggal saat pilih di beranda kalender 45hari nya.,3,2025-10-12 10:47:11
Jenggot Baseh,"di perangkat android saya, setelah update, akun keluar sendiri, dan tidak bisa upgrade basic, sehigga tidak bisa memesan tiket. sudah komplain tapi tetap tidak bisa, kecewa banget si.",1,2025-10-12 10:23:22
Dody Surya Wardaya,urusan perjalanan dgn kai lancar,5,2025-10-12 10:07:30
edi supriadi,mudah digunakan,5,2025-10-12 09:12:32
SyakiraMafaza Mafaza,bagus,5,2025-10-12 08:36:06
Ardyant Wae,"Sangat berguna, semoga kedepannya bisa digunakan untuk pesan bus, kapal, serta tidak ada batas maximal saldo👍👃",5,2025-10-12 07:07:02
Kokoy Rokayah,applikasi nya sangat bagus,5,2025-10-12 06:30:35
Siti Mutmainah,mempermudah pemesasanan,5,2025-10-12 05:39:00
Zumrotul Mahmudah,istimewa,5,2025-10-12 05:20:31
3Dgaming NOOB,download malah kaga bisa dibuka kan tolol,1,2025-10-12 04:27:06
Akun Reza,bagus,4,2025-10-12 04:25:36
Wahyu Ari,sudah daftar tapi gabisa masuk / hrs ada member dll pdhl data yg saya isi sudah sesuai !! sangat mempersulit!!,1,2025-10-12 04:14:23
Sigit Prasojo,"mantap ,keren aplikasinya ,mudah cepat ga bertele tele",5,2025-10-12 04:08:11
Warno Pandawa,sangat memuaskan,5,2025-10-12 03:55:52
dito adi,"udah bagus si.... tpi klo bisa kereta gerbong bengawan sampai tujuan banyuwangi min, bukan hanya sampai solo",4,2025-10-12 02:49:28
Jauhari Angga,"aplikasi lemot parah, semakin sering tampilan di-update semakin bikin lemot saja",1,2025-10-12 01:56:20
Zaifa Juara Studio,"Sistem yang aneh, kenapa? [1] Hanya bisa beli tiket berisi maksimal empat orang. Jadi ketika daftar suami istri dan tiga anak terpaksa salah satu tidak dalam satu tiket. [2] Tidak bisa membatalkan salah satu nama karena saya bukan salah satu dari list nama (karena maks empat). Padahal saya sendiri yang daftarkan. [3] Tidak ada fitur perubahan data penumpang, misal ingin saya ganti dengan nama lain.",1,2025-10-12 01:23:20
Shelly agathsa Putri,susah sekali untuk mendaftar.. kode OTP sudah benar smpe berkali-kali tetap aja cuma loading berputar😶😵‍💫,3,2025-10-12 00:37:20
Ujang Dosqi,ok,5,2025-10-11 23:46:28
Lilis Sulistyo,baik,5,2025-10-11 21:57:56
Rian 56,kalo tiket sudah habis tolong segera di perbarui,1,2025-10-11 18:23:25
mikailila Va,"tolong dibenahi lagi dong sistem pembelian tiketnya. sudah nunggu2 mau beli tiket, masa jam 00.01 sudah ludes tiket terjual labuhan ratu-kotabumi yg bener saja sedangkan sekarang dibatasi pembelian tiket pertransaksi maksimal 4 orang. apa masuk akal dlm wkt 1 menit tiket sudah ludes terjual kl gk robot.",1,2025-10-11 17:30:23
Iwan Sahwandi,Sangat meringankan.,5,2025-10-11 17:16:46
Gusroni Lm99st,mantap,5,2025-10-11 16:02:57
Bambang Sedewo,Cara pesan jelas dan cepat . . kereen banget deeehh !!!,5,2025-10-11 14:25:14
Fajar Kresnadi,sangat membantu,5,2025-10-11 13:12:41
Pak Dayat,"KERINGANAN UPDATE JADI SERIBG KELUAR MASUK AKUN, INI GIMANA SI ADMIN , KALO MAU UPDATE YA UPDATE AJA LAH GAUSA AKUN ORANG SERING DI KELUARKAN GILAK, DULU PKE APK INI AMAN AJA TAPI MAKIN KESINI MAKIN GAJELAS, SERING KELUAR MASUK AKUN TERUS GABISA RESET SANDI, APA APAAN INI",1,2025-10-11 12:53:33
Wiji Ningsih,bagus,5,2025-10-11 11:48:05
Randi septian,layanan KAI semakin bagus.. pertahankan dan tingkatkan terus performa..,5,2025-10-11 11:07:02
Wargo Pramono,sip banget,5,2025-10-11 09:17:45
MOH ANTON,Luar Biasa,5,2025-10-11 08:42:03
adhe,sangat membantu dan memuaskan,5,2025-10-11 07:04:21
Andri-kun107,semenjak update jadi GK bisa pesan tiket lagi,3,2025-10-11 07:01:33
fuadz kahfi71,ok,5,2025-10-11 06:44:55
Arifin Ghazy,Layanan memuaskan,5,2025-10-11 06:26:54
KAPTEN SALAFY,good,4,2025-10-11 05:30:08
Yudi Herdiana,mantap,5,2025-10-11 04:49:57
Ani Mulyani,baik,5,2025-10-11 04:08:16
Indra Siswanto,pelayanan cepat,5,2025-10-11 03:20:45
Suadhi,lebih effisien,5,2025-10-11 03:20:24
Nur Anisah,aplikasi yang bagus satset,5,2025-10-11 03:15:59
Tulus Widodo,Sangat membantu,5,2025-10-11 02:51:35
Santi Kurniasih,bagus,5,2025-10-11 02:48:42
Anggi Purwaning Putri,setelah di update kenapa banyak stasiun yg diketik tidak muncul? di refresh juga ttep gabisa? kenapanyaa???,2,2025-10-11 02:37:48
Farah Mufarohah,"Sdh bbrp kali tiap top up saldo Kaspro lambat masuknya, lbh dr 1 jam blm masuk. hrs komplain dulu baru saldonya masuk. tolong tingkatkan layanan top up saldo yg realtime",3,2025-10-11 01:56:10
ilham m,"Halo, untuk menu connecting train nya tolong diperbaiki dooong, itu keterangan transit nya kok sampai puluhan jam atau total perjalanannya ituuu, masak sih transit sampai 14 jam, tapi total perjalanan 14 jam juga, segera perbaiki bug nya dooong, tks.",2,2025-10-11 01:52:59
youming adiyusuf,sangat baik,5,2025-10-11 01:27:31
Ario Sinergi,mantap,5,2025-10-11 01:19:05
Mafaza Princessa Jasmine,"buruk bgt kualitas aplikasinya skrg, gabisa reschedule ataupun di cancel💔💔💔💔",1,2025-10-11 00:30:51
Aziz Eko,oke,5,2025-10-10 22:35:19
Achmad wahib Wahyu,ada gangguan,5,2025-10-10 21:27:47
Dimaz Adji 50,"tampilan sekarang jelek ,bkin pusing ,tulisan gk jelas harga gk jelas gk kayak sebelumnya , Mending bkin kayak sebelumnya aja sih lebih enak dinpandang",1,2025-10-10 18:54:05
aufa almarom,setelah diupdate kenapa untuk mengisi kode OTP tidak jalan?,1,2025-10-10 17:33:28
rizky E. prastya,"kenapa app sering error gk bisa kepake kalo pas weekend? padahal internet lancar! kalo pas mau pesen hari biasa tiket sudah habis dan tinggal tiket yg berdiri beberapa kali bayar pake QRIS status sudah kebayar tp di aplikasi tidak muncul tiketnya, dan harus beli lg baru muncul tiket di aplikasinya, apa gak untung 2x nih pihak KAI?? 👎",1,2025-10-10 17:31:36
Irvan A,tidak update di aplikasi kereta jakarta Bogor 22.49. Dateng kereta arah Depok jam segini,1,2025-10-10 15:53:56
Agus Purnomo,Sangat membantu.,5,2025-10-10 15:10:57
Wipin Wibowo,proses jadi lebih mudah dan efisien waktu,5,2025-10-10 14:39:32
KAS DJAJA,app sangat bermanfaat sekali muda praktis inovatif.,5,2025-10-10 14:21:48
Dadan Petsu12,di versi 6.14.7 tidak bisa seting tanggal pesanan,1,2025-10-10 13:58:40
Agus Susanto,mantap,5,2025-10-10 12:35:11
untung prabowo,praktis,5,2025-10-10 12:24:38
priyadi priok,terimakasih,4,2025-10-10 12:17:40
Didin Harun,sekarang bisa free via telp. dan cepat menangani keluhan penumpang,5,2025-10-10 11:54:39
Aku anak Pinter,knp otp saya kok g bisa sh,1,2025-10-10 11:21:37
Dian Saputra,"KAI Di Lampung, lebih panjang gerbong kereta Babaranjang daripada kereta penumpang, tiket selalu habis terjual, tidak ada evaluasi penambahan gerbong ya",2,2025-10-10 11:14:17
Hendiyana Effendi,"updsate 10 oktober,, saya suka aplikasi awal ini ko ribet yaa baguss kren bangets tampilan baru nya,, tapi tolong kasih tombol refresh downk di pojok atau dimana geto, biar enak mantau tiket nya haturnuhun",5,2025-10-10 11:10:39
abc def,Dulu bisa bayar lewat indomaret dan linkaja. Sekarang udah gabisa. Udah topup ovo & shopeepay ternyata error mulu. Kalo emang gabisa dan harus pake kaipay bilang dari awal. Terlanjur topup gini terus gimana? Balikin aplikasi kai yang lama,1,2025-10-10 11:00:17
ahot aja,yoi kai,5,2025-10-10 10:06:58
Lira Nur Rahmania,"sebenernya ini apk udh cukup membantu, tapi masih banyak yang perlu dinotis sama develop. Masih banyak bug, e-boarding pass tiba-tiba gabisa dibuka pas mau di scan. end nya harus cetak, ripuh bener heran. e-tiket buat krl juga susah bener dibukanya. load lama, bug, udh beli tiket krl tapi malah ga muncul pas mau dipake. menyusahkan, kecewa berat. udh brp ribu uang ilang demi nih apk. stres",1,2025-10-10 09:41:36
Arie Rien,sangat membantu tidak perlu susah2 antri lagi,5,2025-10-10 08:59:49
Sulis Nuriyawati,Terimakasih KAI for your service always on top,5,2025-10-10 06:41:24
Park Yoochun,"mau isi identitas ketutup2 terus aplikasinya, harus mulai dr awal terus",1,2025-10-10 06:24:17
Chrisnanto Adi,ok,5,2025-10-10 05:59:22
Muhammad Fajrul Shodiq,good,5,2025-10-10 04:33:31
Ririn Agus Sedunia,Makasih KAI. semua petugas keren. OTW dr Jogja ke Prujakan Cerbon. aku bawa 2 dus. 1 dus isi salak 1 dus isi bakpia 25 berat. suami juga bawa 2 dus n tas gendong. anakku bawa koper. dan harus nyebrang n lewat gerbong lain. Alhamdulillah dibantu bapak Masinis/ Kondektur aku lupa karena jam 2 pagi. ngantuk. gak sempet foto n video. dibantu sampe pintu keluar st Prujakan. makasih bapak. Barakallah.,5,2025-10-10 04:19:34
Elok Kurniati,jadwal pemberangkatan selalu tidak ditemukan meski dicoba di beberapa tanggal aplikasi ng' berguna,1,2025-10-10 04:04:46
Juni Hutabarat,mantap,5,2025-10-10 03:39:35
Banten Warrior,terbalik,5,2025-10-10 03:36:18
AGI,sangat puas dengan layanan PT KAI,5,2025-10-10 03:31:21
Ahsan Sidiq,lumayan lah ya sekarang aplikasinya,5,2025-10-10 03:09:38
Dimas Pratama,"aplikasi sering error ,fitur gak lengkap",1,2025-10-10 03:01:24
Agus Kudori,mudah aplikasi nya,5,2025-10-10 01:56:55
dr,"aplikasi tolol, banyak bug nya",1,2025-10-10 01:50:39
Febby Zeva,"tolong perbaiki. masa mau pembayaran QRIS lama bgt muter"" mana sekarang gabisa dihubungkan dgn ovo/spay. bikin ruwet aja mau pesen kereta muter"" udh mau sejam gak beres"". Emosi",4,2025-10-10 01:40:51
Fapupik,jadi banyak step jdi rumit,1,2025-10-10 01:23:06
yusuf sufra,"APLIKASINYA ALLAHU AKBAR LEMOTNYA. BIKIN EMOSI BANGET. JARINGAN STABIL & PAKET DATA BANYAK , LAMA BANGET MUTER NYA GAK NGERTI LAGI DEH APLIKASI GAK JELAS",2,2025-10-10 01:18:32
Agus Kurniawan,"mudah, flexible dan bermanfaat",5,2025-10-10 01:06:00
Abdus Salim,luar biasa,5,2025-10-10 00:37:31
Anita Khosfiani,bagus banget nyaman,5,2025-10-10 00:20:24
Linda Rahmawati,is maizing kai accesss .,5,2025-10-09 22:52:35
Dwi Fajar,beli tiket bandara udah isi kaipay gak bisa bayar .. dihubungkan ewallet shoopepay gak bisa juga .. ruwet angel,1,2025-10-09 22:16:23
ZAENAL,terima kasih pt kai beli tiket kereta tidak usah mengantri ke stasiun tinggal duduk manis pesen lewat aplikasi access by kai,5,2025-10-09 19:04:25
Ariis saja,layanan sangat baik,5,2025-10-09 17:06:51
Letysyawati Fanosa,praktis untuk pemesanan dan pembelian tiket KA,5,2025-10-09 14:38:57
Bongkeng Bagoes,tidak bisa bayar pakai virtual account,2,2025-10-09 13:55:41
Maya Reinata,ini knp ya saya Uni instal trus saya download lg kok malah harus daftar dari awal lg ya,3,2025-10-09 13:29:47
Srf Jb,"parah cari tiket semua hari penuh semua ,bukan penuh tapi error. Koruptor",1,2025-10-09 12:54:24
sudarmono darmo,bersama kereta api Indonesia perjalanan jadi cepat tepat waktu nyaman,5,2025-10-09 12:40:42
Dafoz Fashion,Pelayanan Access by KAI benar2 mempermudah bagi para jasa pengguna transpotasi dalam setiap perjalanan,5,2025-10-09 09:26:24
Mufid Nur H,"error 1. nggak bisa cetak boarding online 2. nggak bisa pesan railfood error di aplikasi saya saya kasih bintang 1, supaya diperbaiki.",1,2025-10-09 07:33:34
Sunarni Narsih,kenapa sering erorrr buat pesan tiket ga bisa,1,2025-10-09 05:44:37
aripin bisma,"pesan tiiket kereta api online mudah bàyar pun gampang.kreta jg bersih,sdh ac meskìpun kelas ekonomi",5,2025-10-09 05:12:59
Maft uhin,sesuai,5,2025-10-09 05:10:12
Ayuni Pinky,sumpah aplikasinya semakin diupdate makin bikin pusing...,1,2025-10-09 05:07:52
NUDZUL YT,bagus banget,5,2025-10-09 05:03:01
Arga Savetiar,korup saldo!,1,2025-10-09 04:04:05
Mansur _,Mantap,5,2025-10-09 01:04:06
Andi Rasiman,"Naik LRT makin kesini makin parah , makin ga jelas jadwal nya, dan LAMA",1,2025-10-09 00:32:02
didik mbendhol,jelas,5,2025-10-09 00:28:09
Nur Rochmat,kerjasama sama KASPRO jelek gabisa diupgrade premium,1,2025-10-08 20:16:05
Tri Wijayanto,👍,5,2025-10-08 18:33:23
Endang Sugiarsih,baik,5,2025-10-08 17:42:22
Syifaraquen,"Tolong dong. udh masuk uangnya lama bgt kalau di top up. ini uang saya masa ga masuk"" udh 3 hari Lo padahal saya top up nya. gimana ini woeee",1,2025-10-08 17:07:10
Raja Tenri,"selalu banyak berenti, ga sesuai jadwal jamnya, orang urusan penting buru buru malah banyak berentinya gasesuai jadwal",1,2025-10-08 16:20:55
Bambang Hariyanto,bagus cepat pelayanan,5,2025-10-08 16:08:04
Intan Gita Aprilia,good,5,2025-10-08 15:57:24
zha_mika,apknya agak lemott,3,2025-10-08 15:14:03
Ochi Wicaksono,terbaik,5,2025-10-08 15:01:46
zahijo Zahijo,jos,5,2025-10-08 11:49:24
Anggun Dwi Nanda Nst,"saya suka naik transportasi ini, hanya saja saya tidak suka dengan pelayanan seorang perempuan yang bekerja di bagian penjualan disetiap gerbong kereta api, karena pengalaman saya naik, saya pernah di usir dari tempat duduk gerbong khusus makan.",2,2025-10-08 11:43:58
Shulkhan Muhajir,Alhamdulillah,5,2025-10-08 09:47:49
Kanata Novianti,"udh login, biasanya jg lancar ini jadi keluar trs akunnya pas masuk lagi malah gak bisa",1,2025-10-08 09:25:31
Wahyudi Yudi,mantul,5,2025-10-08 08:00:34
Achmad Taufiqi,ok,5,2025-10-08 07:41:50
Kevin,"Terlalu banyak bug salah satunya gabisa paymen pakai qris dipencet berkali2 ""show qris"" gak muncul2 akhire telat perjalanan 1 hari",1,2025-10-08 07:01:01
Siti Salwa Salsabila,"telat telat kereta,,gimna ini",3,2025-10-08 03:45:00
ibnu sina,cepat sat set,5,2025-10-08 03:38:15
Fatkhul Ulum,Recommended,5,2025-10-08 02:58:13
kalijaga clan,buat samsung grandprime sama redmi 5a gk bisa didownload!! tolong perbaiki lagi agar saya bisa kasih rating 5🌟 !!!!!,1,2025-10-08 02:36:08
LISWIDYAWATI,nanti insya Allah dicoba,5,2025-10-08 02:14:03
MR 26 A CANNEL,Sangat Praktis dan efisien,5,2025-10-08 00:52:39
Azlavi rizal,"bagus, tapi kalau lebih bagus lagi user interfacenya dan bisa booking transportasi lain dan hotel lebih bagus lagi",5,2025-10-08 00:23:02
Leny Samsung,apl paling buruk,1,2025-10-08 00:20:55
kastiri saimin,baik sekali,5,2025-10-07 23:37:35
anfasa isnr,"jangan bolak balik ganti tampilan, tidak perlu juga saya rasa ganti2 tampilan, lebih nyaman kalau sudah terbiasa dengan tampilan yg simpel fungsional, seperti yg awal2",5,2025-10-07 17:20:12
Nur Khasanah,jadi lebih mudah dan cepat pesan tiket kreta,5,2025-10-07 16:06:28
achmad ulfan,Apakah pembayaran mengunakan e-wallet tidak bisa? (Link aja),5,2025-10-07 15:42:56
Erna Oktavina,"komputer line dhoho sering terlambat jadwalnya, mohon untuk dibuatkan jadwal ulang pak/Bu. kemarin terlambat,hari ini juga terlambat,konsistensinya mana?",1,2025-10-07 14:43:32
saiful ahmad,mantep,5,2025-10-07 13:48:23
wawang widodo,good,5,2025-10-07 12:27:59
Khalim Hanafi,Gk bisa pilih tempat duduk!?,5,2025-10-07 11:04:14
PROBO PRANOWO,mantap,5,2025-10-07 08:44:17
nadya cahya,"ada improve, bagus lah",4,2025-10-07 07:34:45
Pcy Chanyeol,"Sulit sekali pembatalan tiket KA Rajabasa harus ke stasiun, padahal sebelumnya bisa dibatalkan melalui aplikasi, sekarang ribet, padahal gak semua orang dekat dengan stasiun, walaupun harga gak seberapa tapi untuk anak kos seperti saya sangat butuh, semoga kebijakannya dikembalikan lagi seperti sebelumnya, bisa membatalkan melalui aplikasi ini.",1,2025-10-07 06:39:50
Johan Riadi,"sampah, dari awal download kagak bisa dipake padahal sudah masuk semua data tetep aja error.",1,2025-10-07 05:59:23
Her Dion,kenapa sekarang jadi susah beli tiket antar kota.. nama srasiun dan jadwal yang dimaksud gak bisa tampil?,2,2025-10-07 05:46:20
nthsyaa 22,klo aplsi ini mmbntu sya akan tmbhin lgi bntng ny,4,2025-10-07 05:17:12
Muhammad Nafil Putera Athallah,"cetak boarding gabisa, cancel tiket gabisa banyak masalahnya",1,2025-10-07 04:05:05
Bayu Santosa,"Untuk layanan CS di WA, nunggunya lama!!! Dan kenapa gak bisa cetak e-boarding pass dari app ini?",1,2025-10-07 03:51:14
Rachman Surya Ardhi,terus tingkatkan,5,2025-10-07 03:37:45
Mufiq Patoni,susah banget sih liat jadwal kereta terutama jadwal KRL,1,2025-10-07 01:08:21
W. Hanie Pratiwi,excellent,5,2025-10-07 00:56:09
Urip Supadi,"sangat memudahkan customer, mantaaap",5,2025-10-07 00:05:17
Lalu Sapran Hadi,mudah digunakan,5,2025-10-07 00:02:41
achmad junaidi,ok,5,2025-10-06 22:30:42
Rann arsya,Tidak bisa cetak E-Boarding padahal berangkat pukul 6.05 jam 4.00 sampai jam 5.20 belum juga bisa dicetak,1,2025-10-06 22:20:10
RIFKI ARIFUDIN,comuter line tidak bisa di klik beli tiket bikin telat,1,2025-10-06 22:05:14
Frantio Amirul Fajri,Membantu dalam bepergian,5,2025-10-06 20:41:41
Chanifah Nadhofah,"kenapa pas udah update , stasiun tujuan nya jadi gak ada, yg di tampilkan mlah stasiun terdekat nya",5,2025-10-06 15:53:34
Fatkhu_ Taufiq01,baik,5,2025-10-06 15:24:00
Teddy Bramantya,ok,4,2025-10-06 15:10:16
Edwarsa Bta,mantap,5,2025-10-06 14:37:07
Sam Vary,kurang ramah bagi user baru karena ga ada tips2 pengguna baru. beberapa hal seperti hadap di kereta dan tips berkereta tidak disertakan,2,2025-10-06 13:08:02
Terima Jaya Zega,Beralih ke akun besok giliran di upgrade nggak bisa... ini gimana ya kok nggak bisa-bisa.,1,2025-10-06 12:13:32
Retno Yuliastuti,sekarang sering eror mungkin karenaterlalu banyak pemakai,4,2025-10-06 11:30:52
Rully Syahrullah,bagus,5,2025-10-06 11:25:50
Umam Habib,"Selallu gagal. keterangan updet menjadi member basic pas isi data gabisa mulu ket idnum alredy exist, lapor cs juga gda respon yg bermanfaat malah bikin puyeng.",1,2025-10-06 10:36:30
Talitha Zulfa,"kalo bisa bintang 0 ku kasih 0/5, customer service sangat jelek busuk, ga berguna buat customer nanya",1,2025-10-06 08:03:17
Sri widi Astuti,ok,5,2025-10-06 07:16:03
Totok Ariyanto,mantab,5,2025-10-06 07:13:56
Luthfi Lathifah,sangatt membantuuuu,5,2025-10-06 07:00:38
Xsalbi Salbi15,Nyari Stasiun Tanjung PRiuk jakarta Utara kenapa gak di temukan Mulu. di KAAI Acces,1,2025-10-06 06:37:04
Ibad Elektrik,Ok,2,2025-10-06 06:32:24
Yusup H,lebih praktis ajj kalo mau kemna mana tak perlu beli tiket ke stasiun langsung,5,2025-10-06 05:11:54
Ilyas Shevchenko,aplikasi sangat membantu top deh,5,2025-10-06 05:08:08
